Topic	Subtopic	Description	Educational_Level	Depth_Level	Domain	Difficulty	Duration_Hours	Is_Core	Pedagogical_Order	MCAT_Relevant	Prerequisites	Learning_Objectives	Assessment_Methods	Source_Books
Wave Properties	Wave Properties	Detailed study of wave properties at undergraduate level	undergraduate	2	waves_optics	2	3	Core	5710	No	University Physics Volume 1_undergraduate_1_00	Analyze complex problems involving wave properties; Synthesize knowledge to solve multi-step problems; Evaluate different approaches to wave properties problems	Problem sets; Laboratory reports; Conceptual explanations	College Physics for AP® Courses 2e
Wave Properties	Wave Properties	Detailed study of wave properties at undergraduate level	undergraduate	2	waves_optics	2	3	Core	5711	No	College Physics for AP® Courses 2e_undergraduate_16_00	Analyze complex problems involving wave properties; Synthesize knowledge to solve multi-step problems; Evaluate different approaches to wave properties problems	Problem sets; Laboratory reports; Conceptual explanations	College Physics for AP® Courses 2e
Wave Properties	Wave Properties	Detailed study of wave properties at undergraduate level	undergraduate	2	waves_optics	2	3	Core	5712	No	College Physics for AP® Courses 2e_undergraduate_25_00	Analyze complex problems involving wave properties; Synthesize knowledge to solve multi-step problems; Evaluate different approaches to wave properties problems	Problem sets; Laboratory reports; Conceptual explanations	College Physics for AP® Courses 2e
Wave Properties	Wave Properties	Detailed study of wave properties at undergraduate level	undergraduate	2	waves_optics	2	3	Core	5713	No	College Physics for AP® Courses 2e_undergraduate_27_00	Analyze complex problems involving wave properties; Synthesize knowledge to solve multi-step problems; Evaluate different approaches to wave properties problems	Problem sets; Laboratory reports; Conceptual explanations	College Physics 2e
Wave Properties	Wave Properties	Detailed study of wave properties at undergraduate level	undergraduate	2	waves_optics	2	3	Core	5714	No	College Physics 2e_undergraduate_16_00	Analyze complex problems involving wave properties; Synthesize knowledge to solve multi-step problems; Evaluate different approaches to wave properties problems	Problem sets; Laboratory reports; Conceptual explanations	College Physics 2e
Wave Properties	Wave Properties	Detailed study of wave properties at undergraduate level	undergraduate	2	waves_optics	2	3	Core	5715	No	College Physics 2e_undergraduate_25_00	Analyze complex problems involving wave properties; Synthesize knowledge to solve multi-step problems; Evaluate different approaches to wave properties problems	Problem sets; Laboratory reports; Conceptual explanations	College Physics 2e
Wave Interference	Wave Interference	Detailed study of wave interference at undergraduate level	undergraduate	2	waves_optics	2	3	Core	5716	No	Physics_high_school_13_01	Analyze complex problems involving wave interference; Synthesize knowledge to solve multi-step problems; Evaluate different approaches to wave interference problems	Problem sets; Laboratory reports; Conceptual explanations	College Physics for AP® Courses 2e
Wave Interference	Wave Interference	Detailed study of wave interference at undergraduate level	undergraduate	2	waves_optics	2	3	Core	5717	No	College Physics for AP® Courses 2e_undergraduate_16_01	Analyze complex problems involving wave interference; Synthesize knowledge to solve multi-step problems; Evaluate different approaches to wave interference problems	Problem sets; Laboratory reports; Conceptual explanations	College Physics for AP® Courses 2e
Wave Interference	Wave Interference	Detailed study of wave interference at undergraduate level	undergraduate	2	waves_optics	2	3	Core	5718	No	College Physics for AP® Courses 2e_undergraduate_25_01	Analyze complex problems involving wave interference; Synthesize knowledge to solve multi-step problems; Evaluate different approaches to wave interference problems	Problem sets; Laboratory reports; Conceptual explanations	College Physics for AP® Courses 2e
Wave Interference	Wave Interference	Detailed study of wave interference at undergraduate level	undergraduate	2	waves_optics	2	3	Core	5719	No	College Physics for AP® Courses 2e_undergraduate_27_01	Analyze complex problems involving wave interference; Synthesize knowledge to solve multi-step problems; Evaluate different approaches to wave interference problems	Problem sets; Laboratory reports; Conceptual explanations	College Physics 2e
Wave Interference	Wave Interference	Detailed study of wave interference at undergraduate level	undergraduate	2	waves_optics	2	3	Core	5720	No	College Physics 2e_undergraduate_16_01	Analyze complex problems involving wave interference; Synthesize knowledge to solve multi-step problems; Evaluate different approaches to wave interference problems	Problem sets; Laboratory reports; Conceptual explanations	College Physics 2e
Wave Interference	Wave Interference	Detailed study of wave interference at undergraduate level	undergraduate	2	waves_optics	2	3	Core	5721	No	College Physics 2e_undergraduate_25_01	Analyze complex problems involving wave interference; Synthesize knowledge to solve multi-step problems; Evaluate different approaches to wave interference problems	Problem sets; Laboratory reports; Conceptual explanations	College Physics 2e
Wave Interference	Wave Interference	Detailed study of wave interference at undergraduate level	undergraduate	2	waves_optics	2	3	Core	5722	No	College Physics 2e_undergraduate_27_01	Analyze complex problems involving wave interference; Synthesize knowledge to solve multi-step problems; Evaluate different approaches to wave interference problems	Problem sets; Laboratory reports; Conceptual explanations	University Physics Volume 3
Wave Interference	Wave Interference	Detailed study of wave interference at undergraduate level	undergraduate	2	waves_optics	2	3	Core	5723	No	University Physics Volume 3_undergraduate_1_01	Analyze complex problems involving wave interference; Synthesize knowledge to solve multi-step problems; Evaluate different approaches to wave interference problems	Problem sets; Laboratory reports; Conceptual explanations	University Physics Volume 3
Wave Interference	Wave Interference	Detailed study of wave interference at undergraduate level	undergraduate	2	waves_optics	2	3	Core	5724	No	University Physics Volume 3_undergraduate_1_01	Analyze complex problems involving wave interference; Synthesize knowledge to solve multi-step problems; Evaluate different approaches to wave interference problems	Problem sets; Laboratory reports; Conceptual explanations	University Physics Volume 3
Wave Interference	Wave Interference	Detailed study of wave interference at undergraduate level	undergraduate	2	waves_optics	2	3	Core	5725	No	University Physics Volume 3_undergraduate_1_01	Analyze complex problems involving wave interference; Synthesize knowledge to solve multi-step problems; Evaluate different approaches to wave interference problems	Problem sets; Laboratory reports; Conceptual explanations	University Physics Volume 1
Wave Interference	Wave Interference	Detailed study of wave interference at undergraduate level	undergraduate	2	waves_optics	2	3	Core	5726	No	University Physics Volume 1_undergraduate_2_01	Analyze complex problems involving wave interference; Synthesize knowledge to solve multi-step problems; Evaluate different approaches to wave interference problems	Problem sets; Laboratory reports; Conceptual explanations	University Physics Volume 1
Wave Interference	Wave Interference	Detailed study of wave interference at undergraduate level	undergraduate	2	waves_optics	2	3	Core	5727	No	University Physics Volume 1_undergraduate_1_01	Analyze complex problems involving wave interference; Synthesize knowledge to solve multi-step problems; Evaluate different approaches to wave interference problems	Problem sets; Laboratory reports; Conceptual explanations	College Physics for AP® Courses 2e
Wave Interference	Wave Interference	Detailed study of wave interference at undergraduate level	undergraduate	2	waves_optics	2	3	Core	5728	No	College Physics for AP® Courses 2e_undergraduate_16_01	Analyze complex problems involving wave interference; Synthesize knowledge to solve multi-step problems; Evaluate different approaches to wave interference problems	Problem sets; Laboratory reports; Conceptual explanations	College Physics for AP® Courses 2e
Wave Interference	Wave Interference	Detailed study of wave interference at undergraduate level	undergraduate	2	waves_optics	2	3	Core	5729	No	College Physics for AP® Courses 2e_undergraduate_25_01	Analyze complex problems involving wave interference; Synthesize knowledge to solve multi-step problems; Evaluate different approaches to wave interference problems	Problem sets; Laboratory reports; Conceptual explanations	College Physics for AP® Courses 2e
Wave Interference	Wave Interference	Detailed study of wave interference at undergraduate level	undergraduate	2	waves_optics	2	3	Core	5730	No	College Physics for AP® Courses 2e_undergraduate_27_01	Analyze complex problems involving wave interference; Synthesize knowledge to solve multi-step problems; Evaluate different approaches to wave interference problems	Problem sets; Laboratory reports; Conceptual explanations	College Physics 2e
Wave Interference	Wave Interference	Detailed study of wave interference at undergraduate level	undergraduate	2	waves_optics	2	3	Core	5731	No	College Physics 2e_undergraduate_16_01	Analyze complex problems involving wave interference; Synthesize knowledge to solve multi-step problems; Evaluate different approaches to wave interference problems	Problem sets; Laboratory reports; Conceptual explanations	College Physics 2e
Wave Interference	Wave Interference	Detailed study of wave interference at undergraduate level	undergraduate	2	waves_optics	2	3	Core	5732	No	College Physics 2e_undergraduate_25_01	Analyze complex problems involving wave interference; Synthesize knowledge to solve multi-step problems; Evaluate different approaches to wave interference problems	Problem sets; Laboratory reports; Conceptual explanations	College Physics 2e
Standing Waves	Standing Waves	Detailed study of standing waves at undergraduate level	undergraduate	2	waves_optics	2	3	Core	5733	Yes	Physics_high_school_13_02	Analyze complex problems involving standing waves; Synthesize knowledge to solve multi-step problems; Evaluate different approaches to standing waves problems	Problem sets; Laboratory reports; Conceptual explanations	College Physics for AP® Courses 2e
Standing Waves	Standing Waves	Detailed study of standing waves at undergraduate level	undergraduate	2	waves_optics	2	3	Core	5734	Yes	College Physics for AP® Courses 2e_undergraduate_16_02	Analyze complex problems involving standing waves; Synthesize knowledge to solve multi-step problems; Evaluate different approaches to standing waves problems	Problem sets; Laboratory reports; Conceptual explanations	College Physics for AP® Courses 2e
Standing Waves	Standing Waves	Detailed study of standing waves at undergraduate level	undergraduate	2	waves_optics	2	3	Core	5735	Yes	College Physics for AP® Courses 2e_undergraduate_25_02	Analyze complex problems involving standing waves; Synthesize knowledge to solve multi-step problems; Evaluate different approaches to standing waves problems	Problem sets; Laboratory reports; Conceptual explanations	College Physics for AP® Courses 2e
Standing Waves	Standing Waves	Detailed study of standing waves at undergraduate level	undergraduate	2	waves_optics	2	3	Core	5736	Yes	College Physics for AP® Courses 2e_undergraduate_27_02	Analyze complex problems involving standing waves; Synthesize knowledge to solve multi-step problems; Evaluate different approaches to standing waves problems	Problem sets; Laboratory reports; Conceptual explanations	College Physics 2e
Standing Waves	Standing Waves	Detailed study of standing waves at undergraduate level	undergraduate	2	waves_optics	2	3	Core	5737	Yes	College Physics 2e_undergraduate_16_02	Analyze complex problems involving standing waves; Synthesize knowledge to solve multi-step problems; Evaluate different approaches to standing waves problems	Problem sets; Laboratory reports; Conceptual explanations	College Physics 2e
Standing Waves	Standing Waves	Detailed study of standing waves at undergraduate level	undergraduate	2	waves_optics	2	3	Core	5738	Yes	College Physics 2e_undergraduate_25_02	Analyze complex problems involving standing waves; Synthesize knowledge to solve multi-step problems; Evaluate different approaches to standing waves problems	Problem sets; Laboratory reports; Conceptual explanations	College Physics 2e
Standing Waves	Standing Waves	Detailed study of standing waves at undergraduate level	undergraduate	2	waves_optics	2	3	Core	5739	Yes	College Physics 2e_undergraduate_27_02	Analyze complex problems involving standing waves; Synthesize knowledge to solve multi-step problems; Evaluate different approaches to standing waves problems	Problem sets; Laboratory reports; Conceptual explanations	University Physics Volume 3
Standing Waves	Standing Waves	Detailed study of standing waves at undergraduate level	undergraduate	2	waves_optics	2	3	Core	5740	Yes	University Physics Volume 3_undergraduate_1_02	Analyze complex problems involving standing waves; Synthesize knowledge to solve multi-step problems; Evaluate different approaches to standing waves problems	Problem sets; Laboratory reports; Conceptual explanations	University Physics Volume 3
Standing Waves	Standing Waves	Detailed study of standing waves at undergraduate level	undergraduate	2	waves_optics	2	3	Core	5741	Yes	University Physics Volume 3_undergraduate_1_02	Analyze complex problems involving standing waves; Synthesize knowledge to solve multi-step problems; Evaluate different approaches to standing waves problems	Problem sets; Laboratory reports; Conceptual explanations	University Physics Volume 3
Standing Waves	Standing Waves	Detailed study of standing waves at undergraduate level	undergraduate	2	waves_optics	2	3	Core	5742	Yes	University Physics Volume 3_undergraduate_1_02	Analyze complex problems involving standing waves; Synthesize knowledge to solve multi-step problems; Evaluate different approaches to standing waves problems	Problem sets; Laboratory reports; Conceptual explanations	University Physics Volume 1
Standing Waves	Standing Waves	Detailed study of standing waves at undergraduate level	undergraduate	2	waves_optics	2	3	Core	5743	Yes	University Physics Volume 1_undergraduate_2_02	Analyze complex problems involving standing waves; Synthesize knowledge to solve multi-step problems; Evaluate different approaches to standing waves problems	Problem sets; Laboratory reports; Conceptual explanations	University Physics Volume 1
Standing Waves	Standing Waves	Detailed study of standing waves at undergraduate level	undergraduate	2	waves_optics	2	3	Core	5744	Yes	University Physics Volume 1_undergraduate_1_02	Analyze complex problems involving standing waves; Synthesize knowledge to solve multi-step problems; Evaluate different approaches to standing waves problems	Problem sets; Laboratory reports; Conceptual explanations	College Physics for AP® Courses 2e
Standing Waves	Standing Waves	Detailed study of standing waves at undergraduate level	undergraduate	2	waves_optics	2	3	Core	5745	Yes	College Physics for AP® Courses 2e_undergraduate_16_02	Analyze complex problems involving standing waves; Synthesize knowledge to solve multi-step problems; Evaluate different approaches to standing waves problems	Problem sets; Laboratory reports; Conceptual explanations	College Physics for AP® Courses 2e
Standing Waves	Standing Waves	Detailed study of standing waves at undergraduate level	undergraduate	2	waves_optics	2	3	Core	5746	Yes	College Physics for AP® Courses 2e_undergraduate_25_02	Analyze complex problems involving standing waves; Synthesize knowledge to solve multi-step problems; Evaluate different approaches to standing waves problems	Problem sets; Laboratory reports; Conceptual explanations	College Physics for AP® Courses 2e
Standing Waves	Standing Waves	Detailed study of standing waves at undergraduate level	undergraduate	2	waves_optics	2	3	Core	5747	Yes	College Physics for AP® Courses 2e_undergraduate_27_02	Analyze complex problems involving standing waves; Synthesize knowledge to solve multi-step problems; Evaluate different approaches to standing waves problems	Problem sets; Laboratory reports; Conceptual explanations	College Physics 2e
Standing Waves	Standing Waves	Detailed study of standing waves at undergraduate level	undergraduate	2	waves_optics	2	3	Core	5748	Yes	College Physics 2e_undergraduate_16_02	Analyze complex problems involving standing waves; Synthesize knowledge to solve multi-step problems; Evaluate different approaches to standing waves problems	Problem sets; Laboratory reports; Conceptual explanations	College Physics 2e
Standing Waves	Standing Waves	Detailed study of standing waves at undergraduate level	undergraduate	2	waves_optics	2	3	Core	5749	Yes	College Physics 2e_undergraduate_25_02	Analyze complex problems involving standing waves; Synthesize knowledge to solve multi-step problems; Evaluate different approaches to standing waves problems	Problem sets; Laboratory reports; Conceptual explanations	College Physics 2e
Sound Waves	Sound Waves	Detailed study of sound waves at undergraduate level	undergraduate	2	waves_optics	2	3	Core	5750	Yes	Physics_high_school_13_03	Analyze complex problems involving sound waves; Synthesize knowledge to solve multi-step problems; Evaluate different approaches to sound waves problems	Problem sets; Laboratory reports; Conceptual explanations	College Physics for AP® Courses 2e
Sound Waves	Sound Waves	Detailed study of sound waves at undergraduate level	undergraduate	2	waves_optics	2	3	Core	5751	Yes	College Physics for AP® Courses 2e_undergraduate_16_03	Analyze complex problems involving sound waves; Synthesize knowledge to solve multi-step problems; Evaluate different approaches to sound waves problems	Problem sets; Laboratory reports; Conceptual explanations	College Physics for AP® Courses 2e
Sound Waves	Sound Waves	Detailed study of sound waves at undergraduate level	undergraduate	2	waves_optics	2	3	Core	5752	Yes	College Physics for AP® Courses 2e_undergraduate_25_03	Analyze complex problems involving sound waves; Synthesize knowledge to solve multi-step problems; Evaluate different approaches to sound waves problems	Problem sets; Laboratory reports; Conceptual explanations	College Physics for AP® Courses 2e
Sound Waves	Sound Waves	Detailed study of sound waves at undergraduate level	undergraduate	2	waves_optics	2	3	Core	5753	Yes	College Physics for AP® Courses 2e_undergraduate_27_03	Analyze complex problems involving sound waves; Synthesize knowledge to solve multi-step problems; Evaluate different approaches to sound waves problems	Problem sets; Laboratory reports; Conceptual explanations	College Physics 2e
Sound Waves	Sound Waves	Detailed study of sound waves at undergraduate level	undergraduate	2	waves_optics	2	3	Core	5754	Yes	College Physics 2e_undergraduate_16_03	Analyze complex problems involving sound waves; Synthesize knowledge to solve multi-step problems; Evaluate different approaches to sound waves problems	Problem sets; Laboratory reports; Conceptual explanations	College Physics 2e
Sound Waves	Sound Waves	Detailed study of sound waves at undergraduate level	undergraduate	2	waves_optics	2	3	Core	5755	Yes	College Physics 2e_undergraduate_25_03	Analyze complex problems involving sound waves; Synthesize knowledge to solve multi-step problems; Evaluate different approaches to sound waves problems	Problem sets; Laboratory reports; Conceptual explanations	College Physics 2e
Sound Waves	Sound Waves	Detailed study of sound waves at undergraduate level	undergraduate	2	waves_optics	2	3	Core	5756	Yes	College Physics 2e_undergraduate_27_03	Analyze complex problems involving sound waves; Synthesize knowledge to solve multi-step problems; Evaluate different approaches to sound waves problems	Problem sets; Laboratory reports; Conceptual explanations	University Physics Volume 3
Sound Waves	Sound Waves	Detailed study of sound waves at undergraduate level	undergraduate	2	waves_optics	2	3	Core	5757	Yes	University Physics Volume 3_undergraduate_1_03	Analyze complex problems involving sound waves; Synthesize knowledge to solve multi-step problems; Evaluate different approaches to sound waves problems	Problem sets; Laboratory reports; Conceptual explanations	University Physics Volume 3
Sound Waves	Sound Waves	Detailed study of sound waves at undergraduate level	undergraduate	2	waves_optics	2	3	Core	5758	Yes	University Physics Volume 3_undergraduate_1_03	Analyze complex problems involving sound waves; Synthesize knowledge to solve multi-step problems; Evaluate different approaches to sound waves problems	Problem sets; Laboratory reports; Conceptual explanations	University Physics Volume 3
Sound Waves	Sound Waves	Detailed study of sound waves at undergraduate level	undergraduate	2	waves_optics	2	3	Core	5759	Yes	University Physics Volume 3_undergraduate_1_03	Analyze complex problems involving sound waves; Synthesize knowledge to solve multi-step problems; Evaluate different approaches to sound waves problems	Problem sets; Laboratory reports; Conceptual explanations	University Physics Volume 1
Sound Waves	Sound Waves	Detailed study of sound waves at undergraduate level	undergraduate	2	waves_optics	2	3	Core	5760	Yes	University Physics Volume 1_undergraduate_2_03	Analyze complex problems involving sound waves; Synthesize knowledge to solve multi-step problems; Evaluate different approaches to sound waves problems	Problem sets; Laboratory reports; Conceptual explanations	University Physics Volume 1
Sound Waves	Sound Waves	Detailed study of sound waves at undergraduate level	undergraduate	2	waves_optics	2	3	Core	5761	Yes	University Physics Volume 1_undergraduate_1_03	Analyze complex problems involving sound waves; Synthesize knowledge to solve multi-step problems; Evaluate different approaches to sound waves problems	Problem sets; Laboratory reports; Conceptual explanations	College Physics for AP® Courses 2e
Sound Waves	Sound Waves	Detailed study of sound waves at undergraduate level	undergraduate	2	waves_optics	2	3	Core	5762	Yes	College Physics for AP® Courses 2e_undergraduate_16_03	Analyze complex problems involving sound waves; Synthesize knowledge to solve multi-step problems; Evaluate different approaches to sound waves problems	Problem sets; Laboratory reports; Conceptual explanations	College Physics for AP® Courses 2e
Sound Waves	Sound Waves	Detailed study of sound waves at undergraduate level	undergraduate	2	waves_optics	2	3	Core	5763	Yes	College Physics for AP® Courses 2e_undergraduate_25_03	Analyze complex problems involving sound waves; Synthesize knowledge to solve multi-step problems; Evaluate different approaches to sound waves problems	Problem sets; Laboratory reports; Conceptual explanations	College Physics for AP® Courses 2e
Sound Waves	Sound Waves	Detailed study of sound waves at undergraduate level	undergraduate	2	waves_optics	2	3	Core	5764	Yes	College Physics for AP® Courses 2e_undergraduate_27_03	Analyze complex problems involving sound waves; Synthesize knowledge to solve multi-step problems; Evaluate different approaches to sound waves problems	Problem sets; Laboratory reports; Conceptual explanations	College Physics 2e
Sound Waves	Sound Waves	Detailed study of sound waves at undergraduate level	undergraduate	2	waves_optics	2	3	Core	5765	Yes	College Physics 2e_undergraduate_16_03	Analyze complex problems involving sound waves; Synthesize knowledge to solve multi-step problems; Evaluate different approaches to sound waves problems	Problem sets; Laboratory reports; Conceptual explanations	College Physics 2e
Sound Waves	Sound Waves	Detailed study of sound waves at undergraduate level	undergraduate	2	waves_optics	2	3	Core	5766	Yes	College Physics 2e_undergraduate_25_03	Analyze complex problems involving sound waves; Synthesize knowledge to solve multi-step problems; Evaluate different approaches to sound waves problems	Problem sets; Laboratory reports; Conceptual explanations	College Physics 2e
Geometric Optics and Image Formation	Geometric Optics and Image Formation	Chapter covering geometric optics and image formation concepts	undergraduate	2	waves_optics	2	3	Core	5767	Yes				University Physics Volume 3
Photons and Matter Waves	Photons and Matter Waves	Chapter covering photons and matter waves concepts	undergraduate	2	waves_optics	2	3	Core	5768	Yes				University Physics Volume 3
Doppler Effect	Doppler Effect	Detailed study of doppler effect at undergraduate level	undergraduate	2	waves_optics	3	3	Core	5769	No	Physics_high_school_13_04	Analyze complex problems involving doppler effect; Synthesize knowledge to solve multi-step problems; Evaluate different approaches to doppler effect problems	Problem sets; Laboratory reports; Conceptual explanations	College Physics for AP® Courses 2e
Doppler Effect	Doppler Effect	Detailed study of doppler effect at undergraduate level	undergraduate	2	waves_optics	3	3	Core	5770	No	College Physics for AP® Courses 2e_undergraduate_16_04	Analyze complex problems involving doppler effect; Synthesize knowledge to solve multi-step problems; Evaluate different approaches to doppler effect problems	Problem sets; Laboratory reports; Conceptual explanations	College Physics for AP® Courses 2e
Doppler Effect	Doppler Effect	Detailed study of doppler effect at undergraduate level	undergraduate	2	waves_optics	3	3	Core	5771	No	College Physics for AP® Courses 2e_undergraduate_25_04	Analyze complex problems involving doppler effect; Synthesize knowledge to solve multi-step problems; Evaluate different approaches to doppler effect problems	Problem sets; Laboratory reports; Conceptual explanations	College Physics for AP® Courses 2e
Doppler Effect	Doppler Effect	Detailed study of doppler effect at undergraduate level	undergraduate	2	waves_optics	3	3	Core	5772	No	College Physics for AP® Courses 2e_undergraduate_27_04	Analyze complex problems involving doppler effect; Synthesize knowledge to solve multi-step problems; Evaluate different approaches to doppler effect problems	Problem sets; Laboratory reports; Conceptual explanations	College Physics 2e
Doppler Effect	Doppler Effect	Detailed study of doppler effect at undergraduate level	undergraduate	2	waves_optics	3	3	Core	5773	No	College Physics 2e_undergraduate_16_04	Analyze complex problems involving doppler effect; Synthesize knowledge to solve multi-step problems; Evaluate different approaches to doppler effect problems	Problem sets; Laboratory reports; Conceptual explanations	College Physics 2e
Doppler Effect	Doppler Effect	Detailed study of doppler effect at undergraduate level	undergraduate	2	waves_optics	3	3	Core	5774	No	College Physics 2e_undergraduate_25_04	Analyze complex problems involving doppler effect; Synthesize knowledge to solve multi-step problems; Evaluate different approaches to doppler effect problems	Problem sets; Laboratory reports; Conceptual explanations	College Physics 2e
Doppler Effect	Doppler Effect	Detailed study of doppler effect at undergraduate level	undergraduate	2	waves_optics	3	3	Core	5775	No	College Physics 2e_undergraduate_27_04	Analyze complex problems involving doppler effect; Synthesize knowledge to solve multi-step problems; Evaluate different approaches to doppler effect problems	Problem sets; Laboratory reports; Conceptual explanations	University Physics Volume 3
Doppler Effect	Doppler Effect	Detailed study of doppler effect at undergraduate level	undergraduate	2	waves_optics	3	3	Core	5776	No	University Physics Volume 3_undergraduate_1_04	Analyze complex problems involving doppler effect; Synthesize knowledge to solve multi-step problems; Evaluate different approaches to doppler effect problems	Problem sets; Laboratory reports; Conceptual explanations	University Physics Volume 3
Doppler Effect	Doppler Effect	Detailed study of doppler effect at undergraduate level	undergraduate	2	waves_optics	3	3	Core	5777	No	University Physics Volume 3_undergraduate_1_04	Analyze complex problems involving doppler effect; Synthesize knowledge to solve multi-step problems; Evaluate different approaches to doppler effect problems	Problem sets; Laboratory reports; Conceptual explanations	University Physics Volume 3
Doppler Effect	Doppler Effect	Detailed study of doppler effect at undergraduate level	undergraduate	2	waves_optics	3	3	Core	5778	No	University Physics Volume 3_undergraduate_1_04	Analyze complex problems involving doppler effect; Synthesize knowledge to solve multi-step problems; Evaluate different approaches to doppler effect problems	Problem sets; Laboratory reports; Conceptual explanations	University Physics Volume 1
Doppler Effect	Doppler Effect	Detailed study of doppler effect at undergraduate level	undergraduate	2	waves_optics	3	3	Core	5779	No	University Physics Volume 1_undergraduate_2_04	Analyze complex problems involving doppler effect; Synthesize knowledge to solve multi-step problems; Evaluate different approaches to doppler effect problems	Problem sets; Laboratory reports; Conceptual explanations	University Physics Volume 1
Doppler Effect	Doppler Effect	Detailed study of doppler effect at undergraduate level	undergraduate	2	waves_optics	3	3	Core	5780	No	University Physics Volume 1_undergraduate_1_04	Analyze complex problems involving doppler effect; Synthesize knowledge to solve multi-step problems; Evaluate different approaches to doppler effect problems	Problem sets; Laboratory reports; Conceptual explanations	College Physics for AP® Courses 2e
Doppler Effect	Doppler Effect	Detailed study of doppler effect at undergraduate level	undergraduate	2	waves_optics	3	3	Core	5781	No	College Physics for AP® Courses 2e_undergraduate_16_04	Analyze complex problems involving doppler effect; Synthesize knowledge to solve multi-step problems; Evaluate different approaches to doppler effect problems	Problem sets; Laboratory reports; Conceptual explanations	College Physics for AP® Courses 2e
Doppler Effect	Doppler Effect	Detailed study of doppler effect at undergraduate level	undergraduate	2	waves_optics	3	3	Core	5782	No	College Physics for AP® Courses 2e_undergraduate_25_04	Analyze complex problems involving doppler effect; Synthesize knowledge to solve multi-step problems; Evaluate different approaches to doppler effect problems	Problem sets; Laboratory reports; Conceptual explanations	College Physics for AP® Courses 2e
Doppler Effect	Doppler Effect	Detailed study of doppler effect at undergraduate level	undergraduate	2	waves_optics	3	3	Core	5783	No	College Physics for AP® Courses 2e_undergraduate_27_04	Analyze complex problems involving doppler effect; Synthesize knowledge to solve multi-step problems; Evaluate different approaches to doppler effect problems	Problem sets; Laboratory reports; Conceptual explanations	College Physics 2e
Doppler Effect	Doppler Effect	Detailed study of doppler effect at undergraduate level	undergraduate	2	waves_optics	3	3	Core	5784	No	College Physics 2e_undergraduate_16_04	Analyze complex problems involving doppler effect; Synthesize knowledge to solve multi-step problems; Evaluate different approaches to doppler effect problems	Problem sets; Laboratory reports; Conceptual explanations	College Physics 2e
Doppler Effect	Doppler Effect	Detailed study of doppler effect at undergraduate level	undergraduate	2	waves_optics	3	3	Core	5785	No	College Physics 2e_undergraduate_25_04	Analyze complex problems involving doppler effect; Synthesize knowledge to solve multi-step problems; Evaluate different approaches to doppler effect problems	Problem sets; Laboratory reports; Conceptual explanations	College Physics 2e
Geometric Optics	Geometric Optics	Detailed study of geometric optics at undergraduate level	undergraduate	2	waves_optics	3	3	Core	5786	Yes	College Physics 2e_undergraduate_ch_25	Analyze complex problems involving geometric optics; Synthesize knowledge to solve multi-step problems; Evaluate different approaches to geometric optics problems	Problem sets; Laboratory reports; Conceptual explanations	College Physics for AP® Courses 2e
Geometric Optics	Geometric Optics	Detailed study of geometric optics at undergraduate level	undergraduate	2	waves_optics	3	3	Core	5787	Yes	College Physics for AP® Courses 2e_undergraduate_16_05	Analyze complex problems involving geometric optics; Synthesize knowledge to solve multi-step problems; Evaluate different approaches to geometric optics problems	Problem sets; Laboratory reports; Conceptual explanations	College Physics for AP® Courses 2e
Geometric Optics	Geometric Optics	Detailed study of geometric optics at undergraduate level	undergraduate	2	waves_optics	3	3	Core	5788	Yes	College Physics for AP® Courses 2e_undergraduate_25_05	Analyze complex problems involving geometric optics; Synthesize knowledge to solve multi-step problems; Evaluate different approaches to geometric optics problems	Problem sets; Laboratory reports; Conceptual explanations	College Physics for AP® Courses 2e
Geometric Optics	Geometric Optics	Detailed study of geometric optics at undergraduate level	undergraduate	2	waves_optics	3	3	Core	5789	Yes	College Physics for AP® Courses 2e_undergraduate_27_05	Analyze complex problems involving geometric optics; Synthesize knowledge to solve multi-step problems; Evaluate different approaches to geometric optics problems	Problem sets; Laboratory reports; Conceptual explanations	College Physics 2e
Geometric Optics	Geometric Optics	Detailed study of geometric optics at undergraduate level	undergraduate	2	waves_optics	3	3	Core	5790	Yes	College Physics 2e_undergraduate_16_05	Analyze complex problems involving geometric optics; Synthesize knowledge to solve multi-step problems; Evaluate different approaches to geometric optics problems	Problem sets; Laboratory reports; Conceptual explanations	College Physics 2e
Geometric Optics	Geometric Optics	Detailed study of geometric optics at undergraduate level	undergraduate	2	waves_optics	3	3	Core	5791	Yes	College Physics 2e_undergraduate_25_05	Analyze complex problems involving geometric optics; Synthesize knowledge to solve multi-step problems; Evaluate different approaches to geometric optics problems	Problem sets; Laboratory reports; Conceptual explanations	College Physics 2e
Geometric Optics	Geometric Optics	Detailed study of geometric optics at undergraduate level	undergraduate	2	waves_optics	3	3	Core	5792	Yes	College Physics 2e_undergraduate_27_05	Analyze complex problems involving geometric optics; Synthesize knowledge to solve multi-step problems; Evaluate different approaches to geometric optics problems	Problem sets; Laboratory reports; Conceptual explanations	University Physics Volume 3
Geometric Optics	Geometric Optics	Detailed study of geometric optics at undergraduate level	undergraduate	2	waves_optics	3	3	Core	5793	Yes	University Physics Volume 3_undergraduate_1_05	Analyze complex problems involving geometric optics; Synthesize knowledge to solve multi-step problems; Evaluate different approaches to geometric optics problems	Problem sets; Laboratory reports; Conceptual explanations	University Physics Volume 3
