topic_id	title	classification	level	level_name	domain	category	concept	topic	subtopic	learning_element	full_path	parent_path	topic_level	topic_domain	prerequisites_count	prerequisites	prerequisite_types	avg_prerequisite_confidence	standards_count	mapped_standards	mcat_mapped	ib_mapped	a_level_mapped	igcse_mapped	avg_standards_confidence	bloom_levels	difficulty_levels	application_domains
electives → Waves and Optics → The Sun: A Nuclear Powerhouse → Articles	Articles	electives	3	Concept	Waves and Optics	The Sun: A Nuclear Powerhouse	Articles				electives → Waves and Optics → The Sun: A Nuclear Powerhouse → Articles	electives → Waves and Optics → The Sun: A Nuclear Powerhouse	3		0			0	0		False	False	False	False	0			
electives → Waves and Optics → The Sun: A Nuclear Powerhouse → Websites And Apps	Websites And Apps	electives	3	Concept	Waves and Optics	The Sun: A Nuclear Powerhouse	Websites And Apps				electives → Waves and Optics → The Sun: A Nuclear Powerhouse → Websites And Apps	electives → Waves and Optics → The Sun: A Nuclear Powerhouse	3		0			0	0		False	False	False	False	0			
electives → Waves and Optics → The Sun: A Nuclear Powerhouse → Videos	Videos	electives	3	Concept	Waves and Optics	The Sun: A Nuclear Powerhouse	Videos				electives → Waves and Optics → The Sun: A Nuclear Powerhouse → Videos	electives → Waves and Optics → The Sun: A Nuclear Powerhouse	3		0			0	0		False	False	False	False	0			
electives → Waves and Optics → The Sun: A Nuclear Powerhouse → Collaborative Group Activities	Collaborative Group Activities	electives	3	Concept	Waves and Optics	The Sun: A Nuclear Powerhouse	Collaborative Group Activities				electives → Waves and Optics → The Sun: A Nuclear Powerhouse → Collaborative Group Activities	electives → Waves and Optics → The Sun: A Nuclear Powerhouse	3		0			0	0		False	False	False	False	0			
electives → Waves and Optics → The Sun: A Nuclear Powerhouse → Review Questions	Review Questions	electives	3	Concept	Waves and Optics	The Sun: A Nuclear Powerhouse	Review Questions				electives → Waves and Optics → The Sun: A Nuclear Powerhouse → Review Questions	electives → Waves and Optics → The Sun: A Nuclear Powerhouse	3		0			0	0		False	False	False	False	0			
electives → Waves and Optics → The Sun: A Nuclear Powerhouse → Figuring For Yourself	Figuring For Yourself	electives	3	Concept	Waves and Optics	The Sun: A Nuclear Powerhouse	Figuring For Yourself				electives → Waves and Optics → The Sun: A Nuclear Powerhouse → Figuring For Yourself	electives → Waves and Optics → The Sun: A Nuclear Powerhouse	3		0			0	0		False	False	False	False	0			
electives → Waves and Optics → The Sun: A Nuclear Powerhouse → Figuring For Yourself → Articles	Articles	electives	4	Topic	Waves and Optics	The Sun: A Nuclear Powerhouse	Figuring For Yourself	Articles			electives → Waves and Optics → The Sun: A Nuclear Powerhouse → Figuring For Yourself → Articles	electives → Waves and Optics → The Sun: A Nuclear Powerhouse → Figuring For Yourself	4		0			0	0		False	False	False	False	0			
electives → Waves and Optics → The Sun: A Nuclear Powerhouse → Figuring For Yourself → Websites and Apps	Websites and Apps	electives	4	Topic	Waves and Optics	The Sun: A Nuclear Powerhouse	Figuring For Yourself	Websites and Apps			electives → Waves and Optics → The Sun: A Nuclear Powerhouse → Figuring For Yourself → Websites and Apps	electives → Waves and Optics → The Sun: A Nuclear Powerhouse → Figuring For Yourself	4		0			0	0		False	False	False	False	0			
electives → Waves and Optics → The Sun: A Nuclear Powerhouse → Figuring For Yourself → Videos	Videos	electives	4	Topic	Waves and Optics	The Sun: A Nuclear Powerhouse	Figuring For Yourself	Videos			electives → Waves and Optics → The Sun: A Nuclear Powerhouse → Figuring For Yourself → Videos	electives → Waves and Optics → The Sun: A Nuclear Powerhouse → Figuring For Yourself	4		0			0	0		False	False	False	False	0			
electives → Waves and Optics → Analyzing Starlight	Analyzing Starlight	electives	2	Category	Waves and Optics	Analyzing Starlight					electives → Waves and Optics → Analyzing Starlight	electives → Waves and Optics	2		0			0	0		False	False	False	False	0			
electives → Waves and Optics → Analyzing Starlight → Thinking Ahead	Thinking Ahead	electives	3	Concept	Waves and Optics	Analyzing Starlight	Thinking Ahead				electives → Waves and Optics → Analyzing Starlight → Thinking Ahead	electives → Waves and Optics → Analyzing Starlight	3		0			0	0		False	False	False	False	0			
electives → Waves and Optics → Analyzing Starlight → Learning Objectives	Learning Objectives	electives	3	Concept	Waves and Optics	Analyzing Starlight	Learning Objectives				electives → Waves and Optics → Analyzing Starlight → Learning Objectives	electives → Waves and Optics → Analyzing Starlight	3		0			0	0		False	False	False	False	0			
electives → Waves and Optics → Analyzing Starlight → Luminosity	Luminosity	electives	3	Concept	Waves and Optics	Analyzing Starlight	Luminosity				electives → Waves and Optics → Analyzing Starlight → Luminosity	electives → Waves and Optics → Analyzing Starlight	3		0			0	0		False	False	False	False	0			
electives → Waves and Optics → Analyzing Starlight → Apparent Brightness	Apparent Brightness	electives	3	Concept	Waves and Optics	Analyzing Starlight	Apparent Brightness				electives → Waves and Optics → Analyzing Starlight → Apparent Brightness	electives → Waves and Optics → Analyzing Starlight	3		0			0	0		False	False	False	False	0			
electives → Waves and Optics → Analyzing Starlight → The Magnitude Scale	The Magnitude Scale	electives	3	Concept	Waves and Optics	Analyzing Starlight	The Magnitude Scale				electives → Waves and Optics → Analyzing Starlight → The Magnitude Scale	electives → Waves and Optics → Analyzing Starlight	3		0			0	0		False	False	False	False	0			
electives → Waves and Optics → Analyzing Starlight → Other Units Of Brightness	Other Units Of Brightness	electives	3	Concept	Waves and Optics	Analyzing Starlight	Other Units Of Brightness				electives → Waves and Optics → Analyzing Starlight → Other Units Of Brightness	electives → Waves and Optics → Analyzing Starlight	3		0			0	0		False	False	False	False	0			
electives → Waves and Optics → Analyzing Starlight → Key Concepts And Summary	Key Concepts And Summary	electives	3	Concept	Waves and Optics	Analyzing Starlight	Key Concepts And Summary				electives → Waves and Optics → Analyzing Starlight → Key Concepts And Summary	electives → Waves and Optics → Analyzing Starlight	3		0			0	0		False	False	False	False	0			
electives → Waves and Optics → Analyzing Starlight → Color And Temperature	Color And Temperature	electives	3	Concept	Waves and Optics	Analyzing Starlight	Color And Temperature				electives → Waves and Optics → Analyzing Starlight → Color And Temperature	electives → Waves and Optics → Analyzing Starlight	3		0			0	0		False	False	False	False	0			
electives → Waves and Optics → Analyzing Starlight → Color Indices	Color Indices	electives	3	Concept	Waves and Optics	Analyzing Starlight	Color Indices				electives → Waves and Optics → Analyzing Starlight → Color Indices	electives → Waves and Optics → Analyzing Starlight	3		0			0	0		False	False	False	False	0			
electives → Waves and Optics → Analyzing Starlight → Classification of Stellar Spectra	Classification of Stellar Spectra	electives	3	Concept	Waves and Optics	Analyzing Starlight	Classification of Stellar Spectra				electives → Waves and Optics → Analyzing Starlight → Classification of Stellar Spectra	electives → Waves and Optics → Analyzing Starlight	3		0			0	0		False	False	False	False	0			
electives → Waves and Optics → Analyzing Starlight → Classification Of Stellar Spectra	Classification Of Stellar Spectra	electives	3	Concept	Waves and Optics	Analyzing Starlight	Classification Of Stellar Spectra				electives → Waves and Optics → Analyzing Starlight → Classification Of Stellar Spectra	electives → Waves and Optics → Analyzing Starlight	3		0			0	0		False	False	False	False	0			
electives → Waves and Optics → Analyzing Starlight → Spectral Classes L, T, And Y	Spectral Classes L, T, And Y	electives	3	Concept	Waves and Optics	Analyzing Starlight	Spectral Classes L, T, And Y				electives → Waves and Optics → Analyzing Starlight → Spectral Classes L, T, And Y	electives → Waves and Optics → Analyzing Starlight	3		0			0	0		False	False	False	False	0			
electives → Waves and Optics → Analyzing Starlight → Low-Mass Brown Dwarfs Vs. High-Mass Planets	Low-Mass Brown Dwarfs Vs. High-Mass Planets	electives	3	Concept	Waves and Optics	Analyzing Starlight	Low-Mass Brown Dwarfs Vs. High-Mass Planets				electives → Waves and Optics → Analyzing Starlight → Low-Mass Brown Dwarfs Vs. High-Mass Planets	electives → Waves and Optics → Analyzing Starlight	3		0			0	0		False	False	False	False	0			
electives → Waves and Optics → Analyzing Starlight → Determining Stellar Size	Determining Stellar Size	electives	3	Concept	Waves and Optics	Analyzing Starlight	Determining Stellar Size				electives → Waves and Optics → Analyzing Starlight → Determining Stellar Size	electives → Waves and Optics → Analyzing Starlight	3		0			0	0		False	False	False	False	0			
electives → Waves and Optics → Analyzing Starlight → Abundances Of The Elements	Abundances Of The Elements	electives	3	Concept	Waves and Optics	Analyzing Starlight	Abundances Of The Elements				electives → Waves and Optics → Analyzing Starlight → Abundances Of The Elements	electives → Waves and Optics → Analyzing Starlight	3		0			0	0		False	False	False	False	0			
electives → Waves and Optics → Analyzing Starlight → Radial Velocity	Radial Velocity	electives	3	Concept	Waves and Optics	Analyzing Starlight	Radial Velocity				electives → Waves and Optics → Analyzing Starlight → Radial Velocity	electives → Waves and Optics → Analyzing Starlight	3		0			0	0		False	False	False	False	0			
electives → Waves and Optics → Analyzing Starlight → Proper Motion	Proper Motion	electives	3	Concept	Waves and Optics	Analyzing Starlight	Proper Motion				electives → Waves and Optics → Analyzing Starlight → Proper Motion	electives → Waves and Optics → Analyzing Starlight	3		0			0	0		False	False	False	False	0			
electives → Waves and Optics → Analyzing Starlight → Rotation	Rotation	electives	3	Concept	Waves and Optics	Analyzing Starlight	Rotation				electives → Waves and Optics → Analyzing Starlight → Rotation	electives → Waves and Optics → Analyzing Starlight	3		0			0	0		False	False	False	False	0			
electives → Waves and Optics → Analyzing Starlight → For Further Exploration	For Further Exploration	electives	3	Concept	Waves and Optics	Analyzing Starlight	For Further Exploration				electives → Waves and Optics → Analyzing Starlight → For Further Exploration	electives → Waves and Optics → Analyzing Starlight	3		0			0	0		False	False	False	False	0			
electives → Waves and Optics → Analyzing Starlight → Articles	Articles	electives	3	Concept	Waves and Optics	Analyzing Starlight	Articles				electives → Waves and Optics → Analyzing Starlight → Articles	electives → Waves and Optics → Analyzing Starlight	3		0			0	0		False	False	False	False	0			
electives → Waves and Optics → Analyzing Starlight → Websites And Apps	Websites And Apps	electives	3	Concept	Waves and Optics	Analyzing Starlight	Websites And Apps				electives → Waves and Optics → Analyzing Starlight → Websites And Apps	electives → Waves and Optics → Analyzing Starlight	3		0			0	0		False	False	False	False	0			
electives → Waves and Optics → Analyzing Starlight → Videos	Videos	electives	3	Concept	Waves and Optics	Analyzing Starlight	Videos				electives → Waves and Optics → Analyzing Starlight → Videos	electives → Waves and Optics → Analyzing Starlight	3		0			0	0		False	False	False	False	0			
electives → Waves and Optics → Analyzing Starlight → Collaborative Group Activities	Collaborative Group Activities	electives	3	Concept	Waves and Optics	Analyzing Starlight	Collaborative Group Activities				electives → Waves and Optics → Analyzing Starlight → Collaborative Group Activities	electives → Waves and Optics → Analyzing Starlight	3		0			0	0		False	False	False	False	0			
electives → Waves and Optics → Analyzing Starlight → Review Questions	Review Questions	electives	3	Concept	Waves and Optics	Analyzing Starlight	Review Questions				electives → Waves and Optics → Analyzing Starlight → Review Questions	electives → Waves and Optics → Analyzing Starlight	3		0			0	0		False	False	False	False	0			
electives → Waves and Optics → Analyzing Starlight → Figuring For Yourself	Figuring For Yourself	electives	3	Concept	Waves and Optics	Analyzing Starlight	Figuring For Yourself				electives → Waves and Optics → Analyzing Starlight → Figuring For Yourself	electives → Waves and Optics → Analyzing Starlight	3		0			0	0		False	False	False	False	0			
electives → Waves and Optics → Analyzing Starlight → Figuring For Yourself → Articles	Articles	electives	4	Topic	Waves and Optics	Analyzing Starlight	Figuring For Yourself	Articles			electives → Waves and Optics → Analyzing Starlight → Figuring For Yourself → Articles	electives → Waves and Optics → Analyzing Starlight → Figuring For Yourself	4		0			0	0		False	False	False	False	0			
electives → Waves and Optics → Analyzing Starlight → Figuring For Yourself → Websites and Apps	Websites and Apps	electives	4	Topic	Waves and Optics	Analyzing Starlight	Figuring For Yourself	Websites and Apps			electives → Waves and Optics → Analyzing Starlight → Figuring For Yourself → Websites and Apps	electives → Waves and Optics → Analyzing Starlight → Figuring For Yourself	4		0			0	0		False	False	False	False	0			
electives → Waves and Optics → Analyzing Starlight → Figuring For Yourself → Videos	Videos	electives	4	Topic	Waves and Optics	Analyzing Starlight	Figuring For Yourself	Videos			electives → Waves and Optics → Analyzing Starlight → Figuring For Yourself → Videos	electives → Waves and Optics → Analyzing Starlight → Figuring For Yourself	4		0			0	0		False	False	False	False	0			
electives → Waves and Optics → The Stars: A Celestial Census	The Stars: A Celestial Census	electives	2	Category	Waves and Optics	The Stars: A Celestial Census					electives → Waves and Optics → The Stars: A Celestial Census	electives → Waves and Optics	2		0			0	0		False	False	False	False	0			
electives → Waves and Optics → The Stars: A Celestial Census → Thinking Ahead	Thinking Ahead	electives	3	Concept	Waves and Optics	The Stars: A Celestial Census	Thinking Ahead				electives → Waves and Optics → The Stars: A Celestial Census → Thinking Ahead	electives → Waves and Optics → The Stars: A Celestial Census	3		0			0	0		False	False	False	False	0			
electives → Waves and Optics → The Stars: A Celestial Census → Learning Objectives	Learning Objectives	electives	3	Concept	Waves and Optics	The Stars: A Celestial Census	Learning Objectives				electives → Waves and Optics → The Stars: A Celestial Census → Learning Objectives	electives → Waves and Optics → The Stars: A Celestial Census	3		0			0	0		False	False	False	False	0			
electives → Waves and Optics → The Stars: A Celestial Census → Small Is Beautiful—Or At Least More Common	Small Is Beautiful—Or At Least More Common	electives	3	Concept	Waves and Optics	The Stars: A Celestial Census	Small Is Beautiful—Or At Least More Common				electives → Waves and Optics → The Stars: A Celestial Census → Small Is Beautiful—Or At Least More Common	electives → Waves and Optics → The Stars: A Celestial Census	3		0			0	0		False	False	False	False	0			
electives → Waves and Optics → The Stars: A Celestial Census → Bright Does Not Necessarily Mean Close	Bright Does Not Necessarily Mean Close	electives	3	Concept	Waves and Optics	The Stars: A Celestial Census	Bright Does Not Necessarily Mean Close				electives → Waves and Optics → The Stars: A Celestial Census → Bright Does Not Necessarily Mean Close	electives → Waves and Optics → The Stars: A Celestial Census	3		0			0	0		False	False	False	False	0			
electives → Waves and Optics → The Stars: A Celestial Census → Key Concepts And Summary	Key Concepts And Summary	electives	3	Concept	Waves and Optics	The Stars: A Celestial Census	Key Concepts And Summary				electives → Waves and Optics → The Stars: A Celestial Census → Key Concepts And Summary	electives → Waves and Optics → The Stars: A Celestial Census	3		0			0	0		False	False	False	False	0			
electives → Waves and Optics → The Stars: A Celestial Census → Key Concepts And Summary → Key Concepts And Summary	Key Concepts And Summary	electives	4	Topic	Waves and Optics	The Stars: A Celestial Census	Key Concepts And Summary	Key Concepts And Summary			electives → Waves and Optics → The Stars: A Celestial Census → Key Concepts And Summary → Key Concepts And Summary	electives → Waves and Optics → The Stars: A Celestial Census → Key Concepts And Summary	4		0			0	0		False	False	False	False	0			
electives → Waves and Optics → The Stars: A Celestial Census → Binary Stars	Binary Stars	electives	3	Concept	Waves and Optics	The Stars: A Celestial Census	Binary Stars				electives → Waves and Optics → The Stars: A Celestial Census → Binary Stars	electives → Waves and Optics → The Stars: A Celestial Census	3		0			0	0		False	False	False	False	0			
electives → Waves and Optics → The Stars: A Celestial Census → Determining Stellar Mass from Binary Star Orbits	Determining Stellar Mass from Binary Star Orbits	electives	3	Concept	Waves and Optics	The Stars: A Celestial Census	Determining Stellar Mass from Binary Star Orbits				electives → Waves and Optics → The Stars: A Celestial Census → Determining Stellar Mass from Binary Star Orbits	electives → Waves and Optics → The Stars: A Celestial Census	3		0			0	0		False	False	False	False	0			
electives → Waves and Optics → The Stars: A Celestial Census → The Range Of Stellar Masses	The Range Of Stellar Masses	electives	3	Concept	Waves and Optics	The Stars: A Celestial Census	The Range Of Stellar Masses				electives → Waves and Optics → The Stars: A Celestial Census → The Range Of Stellar Masses	electives → Waves and Optics → The Stars: A Celestial Census	3		0			0	0		False	False	False	False	0			
electives → Waves and Optics → The Stars: A Celestial Census → The Mass-Luminosity Relation	The Mass-Luminosity Relation	electives	3	Concept	Waves and Optics	The Stars: A Celestial Census	The Mass-Luminosity Relation				electives → Waves and Optics → The Stars: A Celestial Census → The Mass-Luminosity Relation	electives → Waves and Optics → The Stars: A Celestial Census	3		0			0	0		False	False	False	False	0			
electives → Waves and Optics → The Stars: A Celestial Census → Stars Blocked By The Moon	Stars Blocked By The Moon	electives	3	Concept	Waves and Optics	The Stars: A Celestial Census	Stars Blocked By The Moon				electives → Waves and Optics → The Stars: A Celestial Census → Stars Blocked By The Moon	electives → Waves and Optics → The Stars: A Celestial Census	3		0			0	0		False	False	False	False	0			
electives → Waves and Optics → The Stars: A Celestial Census → Eclipsing Binary Stars	Eclipsing Binary Stars	electives	3	Concept	Waves and Optics	The Stars: A Celestial Census	Eclipsing Binary Stars				electives → Waves and Optics → The Stars: A Celestial Census → Eclipsing Binary Stars	electives → Waves and Optics → The Stars: A Celestial Census	3		0			0	0		False	False	False	False	0			
electives → Waves and Optics → The Stars: A Celestial Census → Using The Radiation Law To Get The Diameter	Using The Radiation Law To Get The Diameter	electives	3	Concept	Waves and Optics	The Stars: A Celestial Census	Using The Radiation Law To Get The Diameter				electives → Waves and Optics → The Stars: A Celestial Census → Using The Radiation Law To Get The Diameter	electives → Waves and Optics → The Stars: A Celestial Census	3		0			0	0		False	False	False	False	0			
electives → Waves and Optics → The Stars: A Celestial Census → Stellar Diameters	Stellar Diameters	electives	3	Concept	Waves and Optics	The Stars: A Celestial Census	Stellar Diameters				electives → Waves and Optics → The Stars: A Celestial Census → Stellar Diameters	electives → Waves and Optics → The Stars: A Celestial Census	3		0			0	0		False	False	False	False	0			
electives → Waves and Optics → The Stars: A Celestial Census → Features Of The H–R Diagram	Features Of The H–R Diagram	electives	3	Concept	Waves and Optics	The Stars: A Celestial Census	Features Of The H–R Diagram				electives → Waves and Optics → The Stars: A Celestial Census → Features Of The H–R Diagram	electives → Waves and Optics → The Stars: A Celestial Census	3		0			0	0		False	False	False	False	0			
electives → Waves and Optics → The Stars: A Celestial Census → Understanding The Main Sequence	Understanding The Main Sequence	electives	3	Concept	Waves and Optics	The Stars: A Celestial Census	Understanding The Main Sequence				electives → Waves and Optics → The Stars: A Celestial Census → Understanding The Main Sequence	electives → Waves and Optics → The Stars: A Celestial Census	3		0			0	0		False	False	False	False	0			
electives → Waves and Optics → The Stars: A Celestial Census → Extremes Of Stellar Luminosities, Diameters, And Densities	Extremes Of Stellar Luminosities, Diameters, And Densities	electives	3	Concept	Waves and Optics	The Stars: A Celestial Census	Extremes Of Stellar Luminosities, Diameters, And Densities				electives → Waves and Optics → The Stars: A Celestial Census → Extremes Of Stellar Luminosities, Diameters, And Densities	electives → Waves and Optics → The Stars: A Celestial Census	3		0			0	0		False	False	False	False	0			
electives → Waves and Optics → The Stars: A Celestial Census → White Dwarfs	White Dwarfs	electives	3	Concept	Waves and Optics	The Stars: A Celestial Census	White Dwarfs				electives → Waves and Optics → The Stars: A Celestial Census → White Dwarfs	electives → Waves and Optics → The Stars: A Celestial Census	3		0			0	0		False	False	False	False	0			
electives → Waves and Optics → The Stars: A Celestial Census → For Further Exploration	For Further Exploration	electives	3	Concept	Waves and Optics	The Stars: A Celestial Census	For Further Exploration				electives → Waves and Optics → The Stars: A Celestial Census → For Further Exploration	electives → Waves and Optics → The Stars: A Celestial Census	3		0			0	0		False	False	False	False	0			
electives → Waves and Optics → The Stars: A Celestial Census → Articles	Articles	electives	3	Concept	Waves and Optics	The Stars: A Celestial Census	Articles				electives → Waves and Optics → The Stars: A Celestial Census → Articles	electives → Waves and Optics → The Stars: A Celestial Census	3		0			0	0		False	False	False	False	0			
electives → Waves and Optics → The Stars: A Celestial Census → Websites And Apps	Websites And Apps	electives	3	Concept	Waves and Optics	The Stars: A Celestial Census	Websites And Apps				electives → Waves and Optics → The Stars: A Celestial Census → Websites And Apps	electives → Waves and Optics → The Stars: A Celestial Census	3		0			0	0		False	False	False	False	0			
electives → Waves and Optics → The Stars: A Celestial Census → Videos	Videos	electives	3	Concept	Waves and Optics	The Stars: A Celestial Census	Videos				electives → Waves and Optics → The Stars: A Celestial Census → Videos	electives → Waves and Optics → The Stars: A Celestial Census	3		0			0	0		False	False	False	False	0			
electives → Waves and Optics → The Stars: A Celestial Census → Collaborative Group Activities	Collaborative Group Activities	electives	3	Concept	Waves and Optics	The Stars: A Celestial Census	Collaborative Group Activities				electives → Waves and Optics → The Stars: A Celestial Census → Collaborative Group Activities	electives → Waves and Optics → The Stars: A Celestial Census	3		0			0	0		False	False	False	False	0			
electives → Waves and Optics → The Stars: A Celestial Census → Review Questions	Review Questions	electives	3	Concept	Waves and Optics	The Stars: A Celestial Census	Review Questions				electives → Waves and Optics → The Stars: A Celestial Census → Review Questions	electives → Waves and Optics → The Stars: A Celestial Census	3		0			0	0		False	False	False	False	0			
electives → Waves and Optics → The Stars: A Celestial Census → Figuring For Yourself	Figuring For Yourself	electives	3	Concept	Waves and Optics	The Stars: A Celestial Census	Figuring For Yourself				electives → Waves and Optics → The Stars: A Celestial Census → Figuring For Yourself	electives → Waves and Optics → The Stars: A Celestial Census	3		0			0	0		False	False	False	False	0			
electives → Waves and Optics → The Stars: A Celestial Census → Figuring For Yourself → Articles	Articles	electives	4	Topic	Waves and Optics	The Stars: A Celestial Census	Figuring For Yourself	Articles			electives → Waves and Optics → The Stars: A Celestial Census → Figuring For Yourself → Articles	electives → Waves and Optics → The Stars: A Celestial Census → Figuring For Yourself	4		0			0	0		False	False	False	False	0			
electives → Waves and Optics → The Stars: A Celestial Census → Figuring For Yourself → Websites and Apps	Websites and Apps	electives	4	Topic	Waves and Optics	The Stars: A Celestial Census	Figuring For Yourself	Websites and Apps			electives → Waves and Optics → The Stars: A Celestial Census → Figuring For Yourself → Websites and Apps	electives → Waves and Optics → The Stars: A Celestial Census → Figuring For Yourself	4		0			0	0		False	False	False	False	0			
electives → Waves and Optics → The Stars: A Celestial Census → Figuring For Yourself → Videos	Videos	electives	4	Topic	Waves and Optics	The Stars: A Celestial Census	Figuring For Yourself	Videos			electives → Waves and Optics → The Stars: A Celestial Census → Figuring For Yourself → Videos	electives → Waves and Optics → The Stars: A Celestial Census → Figuring For Yourself	4		0			0	0		False	False	False	False	0			
electives → Waves and Optics → Celestial Distances	Celestial Distances	electives	2	Category	Waves and Optics	Celestial Distances					electives → Waves and Optics → Celestial Distances	electives → Waves and Optics	2		0			0	0		False	False	False	False	0			
electives → Waves and Optics → Celestial Distances → Thinking Ahead	Thinking Ahead	electives	3	Concept	Waves and Optics	Celestial Distances	Thinking Ahead				electives → Waves and Optics → Celestial Distances → Thinking Ahead	electives → Waves and Optics → Celestial Distances	3		0			0	0		False	False	False	False	0			
electives → Waves and Optics → Celestial Distances → Learning Objectives	Learning Objectives	electives	3	Concept	Waves and Optics	Celestial Distances	Learning Objectives				electives → Waves and Optics → Celestial Distances → Learning Objectives	electives → Waves and Optics → Celestial Distances	3		0			0	0		False	False	False	False	0			
electives → Waves and Optics → Celestial Distances → Metric System	Metric System	electives	3	Concept	Waves and Optics	Celestial Distances	Metric System				electives → Waves and Optics → Celestial Distances → Metric System	electives → Waves and Optics → Celestial Distances	3		0			0	0		False	False	False	False	0			
electives → Waves and Optics → Celestial Distances → Modern Redefinitions Of The Meter	Modern Redefinitions Of The Meter	electives	3	Concept	Waves and Optics	Celestial Distances	Modern Redefinitions Of The Meter				electives → Waves and Optics → Celestial Distances → Modern Redefinitions Of The Meter	electives → Waves and Optics → Celestial Distances	3		0			0	0		False	False	False	False	0			
electives → Waves and Optics → Celestial Distances → Distances in the Solar System	Distances in the Solar System	electives	3	Concept	Waves and Optics	Celestial Distances	Distances in the Solar System				electives → Waves and Optics → Celestial Distances → Distances in the Solar System	electives → Waves and Optics → Celestial Distances	3		0			0	0		False	False	False	False	0			
electives → Waves and Optics → Celestial Distances → Key Concepts And Summary	Key Concepts And Summary	electives	3	Concept	Waves and Optics	Celestial Distances	Key Concepts And Summary				electives → Waves and Optics → Celestial Distances → Key Concepts And Summary	electives → Waves and Optics → Celestial Distances	3		0			0	0		False	False	False	False	0			
electives → Waves and Optics → Celestial Distances → Triangulation In Space	Triangulation In Space	electives	3	Concept	Waves and Optics	Celestial Distances	Triangulation In Space				electives → Waves and Optics → Celestial Distances → Triangulation In Space	electives → Waves and Optics → Celestial Distances	3		0			0	0		False	False	False	False	0			
electives → Waves and Optics → Celestial Distances → Distances To Stars	Distances To Stars	electives	3	Concept	Waves and Optics	Celestial Distances	Distances To Stars				electives → Waves and Optics → Celestial Distances → Distances To Stars	electives → Waves and Optics → Celestial Distances	3		0			0	0		False	False	False	False	0			
electives → Waves and Optics → Celestial Distances → Units Of Stellar Distance	Units Of Stellar Distance	electives	3	Concept	Waves and Optics	Celestial Distances	Units Of Stellar Distance				electives → Waves and Optics → Celestial Distances → Units Of Stellar Distance	electives → Waves and Optics → Celestial Distances	3		0			0	0		False	False	False	False	0			
electives → Waves and Optics → Celestial Distances → The Nearest Stars	The Nearest Stars	electives	3	Concept	Waves and Optics	Celestial Distances	The Nearest Stars				electives → Waves and Optics → Celestial Distances → The Nearest Stars	electives → Waves and Optics → Celestial Distances	3		0			0	0		False	False	False	False	0			
electives → Waves and Optics → Celestial Distances → Measuring Parallaxes In Space	Measuring Parallaxes In Space	electives	3	Concept	Waves and Optics	Celestial Distances	Measuring Parallaxes In Space				electives → Waves and Optics → Celestial Distances → Measuring Parallaxes In Space	electives → Waves and Optics → Celestial Distances	3		0			0	0		False	False	False	False	0			
electives → Waves and Optics → Celestial Distances → Variable Stars	Variable Stars	electives	3	Concept	Waves and Optics	Celestial Distances	Variable Stars				electives → Waves and Optics → Celestial Distances → Variable Stars	electives → Waves and Optics → Celestial Distances	3		0			0	0		False	False	False	False	0			
electives → Waves and Optics → Celestial Distances → Cepheid Variables	Cepheid Variables	electives	3	Concept	Waves and Optics	Celestial Distances	Cepheid Variables				electives → Waves and Optics → Celestial Distances → Cepheid Variables	electives → Waves and Optics → Celestial Distances	3		0			0	0		False	False	False	False	0			
electives → Waves and Optics → Celestial Distances → The Period-Luminosity Relation	The Period-Luminosity Relation	electives	3	Concept	Waves and Optics	Celestial Distances	The Period-Luminosity Relation				electives → Waves and Optics → Celestial Distances → The Period-Luminosity Relation	electives → Waves and Optics → Celestial Distances	3		0			0	0		False	False	False	False	0			
electives → Waves and Optics → Celestial Distances → Rr Lyrae Stars	Rr Lyrae Stars	electives	3	Concept	Waves and Optics	Celestial Distances	Rr Lyrae Stars				electives → Waves and Optics → Celestial Distances → Rr Lyrae Stars	electives → Waves and Optics → Celestial Distances	3		0			0	0		False	False	False	False	0			
electives → Waves and Optics → Celestial Distances → The Real World	The Real World	electives	3	Concept	Waves and Optics	Celestial Distances	The Real World				electives → Waves and Optics → Celestial Distances → The Real World	electives → Waves and Optics → Celestial Distances	3		0			0	0		False	False	False	False	0			
electives → Waves and Optics → Celestial Distances → For Further Exploration	For Further Exploration	electives	3	Concept	Waves and Optics	Celestial Distances	For Further Exploration				electives → Waves and Optics → Celestial Distances → For Further Exploration	electives → Waves and Optics → Celestial Distances	3		0			0	0		False	False	False	False	0			
electives → Waves and Optics → Celestial Distances → Articles	Articles	electives	3	Concept	Waves and Optics	Celestial Distances	Articles				electives → Waves and Optics → Celestial Distances → Articles	electives → Waves and Optics → Celestial Distances	3		0			0	0		False	False	False	False	0			
electives → Waves and Optics → Celestial Distances → Websites And Apps	Websites And Apps	electives	3	Concept	Waves and Optics	Celestial Distances	Websites And Apps				electives → Waves and Optics → Celestial Distances → Websites And Apps	electives → Waves and Optics → Celestial Distances	3		0			0	0		False	False	False	False	0			
electives → Waves and Optics → Celestial Distances → Videos	Videos	electives	3	Concept	Waves and Optics	Celestial Distances	Videos				electives → Waves and Optics → Celestial Distances → Videos	electives → Waves and Optics → Celestial Distances	3		0			0	0		False	False	False	False	0			
electives → Waves and Optics → Celestial Distances → Collaborative Group Activities	Collaborative Group Activities	electives	3	Concept	Waves and Optics	Celestial Distances	Collaborative Group Activities				electives → Waves and Optics → Celestial Distances → Collaborative Group Activities	electives → Waves and Optics → Celestial Distances	3		0			0	0		False	False	False	False	0			
